S.No,Item name,Brand_Name,Category,Sub_Category,Ingredients,Serving_Size_g,Calories_kcal,Carbohydrates_g,Proteins_g,Total_Fat_g,Saturated_Fat_g,Trans_Fat_g,Sugar_g,Sodium_mg,Dietary_Fiber_g,Cholesterol_mg,Calcium_mg,Vitamin,Iron_mg,Price_INR,Source_of_Data,Collection_Date,Collected_By,Remarks
465,Chupa Chups Sour Bites Mixed Fruit Flavour Soft And Chewy Toffee,CHUPA CHUPS,CHOCOLATE,CHOCOLATE BAR,"Liquid Glucose, Sugar, Refined Wheat Flour (Maida), Invert Sugar, Acidity Regulators (INS 296, INS 330), Hydrogenated Vegetable Oil, Flavour (Nature - Identical), Colours (INS 133, INS 110, INS 102, INS 122)",100,366.5,81.2,2.7,2.5,2.2,0.01,55.3,207,0,0,0,0,0,35,,,,
466,Candyman Sourzzz | Sour Jellies | Sour Candies,CANDYMAN,CHOCOLATE,CANDY,"Sugar, Liquid Glucose, Acidity Regulators (INS 296, INS 330, INS 350(I), INS 331(Iii)), Gelling Agent (INS 440), Artificial Flavouring Substances (Strawberry), Colours (INS 102, INS 110, INS 124, INS 133)",100,358,89.5,0.1,0,0,0,74.8,355.7,0,0,0,0,0,50,,,,
467,Tangy Imli (Tamarind) 10 Pcs Sour Candy,GO DESI,CHOCOLATE,CANDY,"Jaggery, Tamarind, Edible Salt, Cumin Powder, Curry Leaves Powder, Chilli Powder, Refined Sunflower Oil, Acacia Gum",100,369.4,81.9,1,1.6,0,0,62.4,0,0,0,0,0,0,50,,,,
468,Fruittella Strawberry Flavour Chewy Toffee Stick,FRUITTELA,CHOCOLATE,TOFFEE,"Sugar, Liquid Glucose, Hydrogenated Vegetable Oil, Acidity Regulator (INS 330), Thickeners (INS 406, INS 410, INS 414), Humectant (INS 422), Strawberry Juice Concentrate (0.5%), Emulsifier (INS 473), and Stabilizer (INS 1405)",100,400,84.9,6.8,6.7,0.01,43.5,0,0,0,0,0,0,0,35,,,,
469,"Guava Pulp, Sugar, Spices, and Condiments",GO DESI,CHOCOLATE,CANDY,"Guava Pulp, Sugar, Spices, and Condiments",100,341.92,82.59,1.9,0.44,0.19,0.09,70.85,103.26,7.02,0.9,0,0,0,70,,,,
470,"Guava Pulp, Sugar, Spices, and Condiments",GO DESI,CHOCOLATE,CANDY,"Jaggery, Mango powder, Raisins, Amchur powder, Black salt, Citric acid, Refined sunflower oil, Chilli powder",100,385.7,91.6,1.3,1.6,0,0,64.3,0,0.7,0,0,0,0,50,,,,
471,Alpenliebe Pop Assorted Flavours Lollipop,ALPENLIEBE,CHOCOLATE,CANDY,"Sugar, Liquid Glucose, Sweetened Condensed Milk, Milk Fat, Edible Common Salt, Dextrose, Calcium Carbonate, Hydrogenated Vegetable Oil, Malt Extract, Acidity Regulator, Antioxidant, and Flavour",100,421,86.2,0.4,8.3,7.3,0.07,50.3,0,0,0,0,VITAMIN C(mg)40,0,50,,,,
472,Orbit Sugar-Free Mixed Fruit Chewing Gum Tube,ORBIT,CHOCOLATE,CHEWING GUM,"Gum Base (Contains Soyabean Lecithin), Colour [INS170 (i)], Binders [(INS 414), (INS 1401)], Humectant [INS 422], Sweetener [INS 950], Anticaking Agent [INS 553 (iii)], Glazing Agent [INS 903], Antioxidant [INS 320]",100,184,17,0,1.6,1.2,0,0,1.9,0,0,0,0,0,150,,,,
473,Chupa Chups Assorted Flavour Long Tubes,CHUPA CHUPS,CHOCOLATE,CANDY,"Strawberry Flavour Ingredients: Sugar, Liquid Glucose, Refined Wheat Flour (Maida), Invert Sugar, Acidity Regulators (INS 350 (ii), INS 296, INS 330), Thickeners (INS 1405, INS 415), Hydrogenated Vegetable Oil, Humectant (INS 422), Flavour [Artificial (Strawberry) Flavouring Substances), Colour (INS 122). Watermelon Flavour Ingredients: Sugar, Liquid Glucose, Refined Wheat Flour (Maida), Invert Sugar, Acidity Regulators (INS 350 (ii), INS 296, INS 330), Thickeners (INS 1405, INS 415), Hydrogenated Vegetable Oil, Humectant (INS 422), Flavour [Artificial (Watermelon) Flavouring Substances), Colours (INS 102, INS 133)",100,375,84.6,2,1.8,1.6,0.01,61.8,216,0,0,0,0,0,50,,,,
474,Skittles Wildberry Bite-Size Fruit Flavoured Candy,SKITTLES,CHOCOLATE,CANDY,"Sugar, Liquid Glucose, Edible Vegetable Oil (Palm Oil), Acidity Regulators (INS 330, INS 331(iii)), Stabilizers (INS 1400, INS 1450), Natural, Nature-identical, and Artificial Flavouring Substances (Strawberry, Raspberry, Mixed Berry), Emulsifier (INS 1422), Glazing Agents (INS 903, INS 904), Colours (INS 129, INS 102, INS 170(i), INS 132, INS 133)",100,401,92,0,4.3,2.4,0,90,15,0,0,0,0,0,50,,,,
475,Skittles Original Bite-Size Fruit Candy Tube,SKITTLES,CHOCOLATE,CANDY,"Sugar, Liquid Glucose, Edible Vegetable Oil (Palm Oil), Acidity Regulators (330, 331(iii)), Stabilizers (1400, 1450), Natural, Nature-Identical and Artificial (Orange, Strawberry) Flavouring Substances, Emulsifier (1422), Glazing Agents (903, 904), Colour (102, 129, 170(i), 110, 132, 133)",100,405,92,0,4.2,2.4,0,90,15,0,0,0,0,0,50,,,,
476,Tic Tac Seeds Fennel (Saunf),TIC TAC,CHOCOLATE,CANDY,"Sugar, Fennel Seeds Powder, Maltodextrin, Thickener (INS 414), Rice Starch, Anticaking Agent (INS 470(i)), Natural Flavours, Glazing Agent (INS 903)",100,388,90.2,1,1.5,0,0,85,12,0,0,0,0,0,30,,,,
477,Doublemint Peppermint Chewy Mints Tube,DOUBLEMINT,CHOCOLATE,CANDY,"Sugar, Glucose Syrup, Palm Oil, Starch, Triglycerides, Glazing Agent Carnauba Wax, Colour (E133). Contains Permitted Synthetic Food Colours and Added Flavour(s). (Natural, nature identical and artificial (mint) flavoring substances)",100,401,92,0,3.69,1.8,0,91,0,0,0,0,0,0,50,,,,
478,Candyman Tadka Lollipop,CANDYMAN,CHOCOLATE,CANDY,"Sugar, Liquid Glucose, Centre Filling (Seasoning [Maltodextrin, Dextrose, Iodized Salt, Sugar, Mango Juice Powder, Black Salt, Spices and Condiments, Acidity Regulators (INS 296, INS 330, INS 300), Refined Palm Oil, Stabilizer (INS 414), Anticaking Agent (INS 551), Nature Identical Flavouring Substances, Flavour Enhancer (INS 627)]), Acidity Regulators (INS 330, INS 296, INS 331(Iii)), Nature Identical Flavouring Substances, Colours (INS 102, INS 133, INS 122)",100,392,98,0.1,0,0,0,72.9,365.5,0,0,0,0,0,50,,,,
479,Rangmunch Anardana Shots,RANGMUNCH,CHOCOLATE,CANDY,"Sweetened Rose Petal Paste 40%, Added Sugar 21%, Pomegranate Powder 10%, Coriander Seed Powder 10%, Dry Mango Powder 10%, Cumin Seed Powder 5%, Citric Crystals 2% and Edible Salt 2%",100,358,78.2,2.5,2.8,0,0,54,0,0,0,0,0,0,125,,,,
480,Tic Tac Seeds Jeera Blacksalt,TIC TAC,CHOCOLATE,CANDY,"Sugar, Maltodextrin, Cumin Seeds Powder (1.8%), Thickener (INS 414), Rice Starch, Black Salt Kala Namak (0.6%), Natural and Natural Identical Flavours, Water, Anticaking Agent (INS 470(iii)), Glazing Agent (INS 903)",100,389,94.1,0.2,0.8,0.5,0,86.8,280,0,0,0,0,0,30,,,,
481,Rangmunch Mango Masti Premium Mouth Frehsner,RANGMUNCH,CHOCOLATE,CANDY,"Added Sugar, Black Pepper, Cassia, Clove, Cumin Seed Powder, Dried Ripe Mango Pulp, Edible Salt, and Mixed Spices",100,374,84.7,2.5,0,0,0,16,0,0,0,0,0,0,125,,,,
482,Alpenliebe Gold Caramel Toffee,ALPENLIEBE,CHOCOLATE,TOFFEE,"Sugar, Liquid Glucose, Sweetened Condensed Milk (12.5%), Hydrogenated Vegetable Oil, Milk Fat, Edible Common Salt (Iodised), Dextrose Monohydrate, Cream (Low Fat) (.47%), Acidity Regulators (INS 27, INS 325, INS 5(ii)), Malt Extract, Emulsifier (INS 322), Stabilizer (INS 145), Flavour (Nature-Identical), Antioxidant (INS 37c)",100,412,91,0.7,5.2,4.5,0.02,75.5,309,0,2.9,0,0,0,105,,,,
483,KOPIKO Cappuccino Coffee Candy,KOPIKO,CHOCOLATE,TOFFEE,"Liquid Glucose, Sugar, Edible Vegetable Oil (Palm Olein), Butter (2%), Milk Solids (.8%), Coffee Extract (.5%), Edible Common Salt (Iodised), Emulsifier (Soy Lecithin-322(i)), Natural Food Colours (E15d), Artificial Flavours (Coffee, Milk & VANILLA CAKE).",100,451,85.8,0.8,11.6,5.8,0,55.8,160,0,0,0,0,0,100,,,,
484,Mentos Chewy Dragees,MENTOS,CHOCOLATE,CANDY,"Sugar, Liquid Glucose, Hydrogenated Vegetable Oil, Starch, Thickeners (INS 414, INS 418), Flavour (Natural, Nature-Identical), Emulsifier (INS 473), Glazing Agent (INS 93)",100,386,92,0.05,1.8,1.8,0.02,72,64,0,0,0,0,0,20,,,,
485,Alpenliebe Juzt Jelly - Strawberry Flavour,ALPENLIEBE,CHOCOLATE,JELLY,"Sugar, Fruit Pulp (25%), Invert Sugar, Liquid Glucose, Thickener (INS 440), Acidity Regulators (INS 330, INS 331 (iii), INS 296). Contains Permitted Synthetic Food Colour (INS 122) And Added Nature - Identical Flavouring Substances - Strawberry.",100,317,78.3,0.01,0,0,0,71.2,158,0,0,0,0,0,220,,,,
486,"Sri Sri Tattva Candy - Amla, Delicious, Healthy & Digestive",SRI SRI TATTVA,CHOCOLATE,CANDY,"Amla (Phyllanthus emblica) Fruit, Glucose, Sugar ",100,,,,,,,,,0,0,0,0,0,195,,,,
487,Alpenliebe Gold Cream Strawberry Flavour Toffee,ALPENLIEBE,CHOCOLATE,TOFFEE,"Sugar, Liquid Glucose, Hydrogenated Vegetable Oil, Acidity Regulators (Ins 27, Ins 325, Ins 5(I)), Sweetened Condensed Milk (1%), Cream (Low Fat) (1.5%), Emulsifier (Ins 322), Edible Common Salt (Lodized), Flavours (Nature-Identical), Strawberry Fruit Powder^ (.3%), Humectant (Ins 422), Colours (Ins 124, Ins 11)",100,422,88,0.12,7.3,6.8,0.03,74,236,0,1.38,0,0,0,110,,,,
488,DERBY Tradissions Assorted Toffees,DERBY,CHOCOLATE,TOFFEE,"Sugar, Liquid Glucose, Milk Solids, Hydrogenated Vegetable Fat Powder, Contains Permitted Synthetic Food Colour (INS155) And Added Flavour.",100,375,51.34,4.73,14.72,3.09,0,47.38,191.98,1.54,0,0,0,0,250,,,,
489,Parle Toffee - Kismi,PARLE,CHOCOLATE,TOFFEE,"Sugar, Liquid Glucose, Edible Vegetable Oil, Milk Solids, Salt and Emulsifier (Soya Lecithin), Contains Added Flavour (Artificial Flavouring Substances - Cardamom)",100,418,80.9,2.1,9.5,4.9,0,48,0,0,0,0,0,0,50,,,,
490,Mentos Rainbow Assorted Flavour Chewy Toffee,MENTOS,CHOCOLATE,CANDY,"Strawberry Flavour: Sugar, Liquid Glucose, Hydrogenated Vegetable Oil, Acidity Regulators (INS 33, INS 525), Starch, Strawberry Fruit Powder^ (.24%), Thickeners (INS 414, INS 418), Flavour (Nature-Identical), Emulsifier (INS 473), Glazing Agent (INS 93), Colour (INS 127) ^Corresponding To 2 % Strawberry Fruit Juice, Orange Flavour: Sugar, Liquid Glucose, Hydrogenated Vegetable Oil, Acidity Regulators (INS 33, INS 525), Orange Fruit Powder^ (.37%), Starch, Thickeners (INS 414, INS 418), Flavour (Nature-Identical), Emulsifier (INS 473), Glazing Agent (INS 93), Colour (INS 11) ^Corresponding To 2.2 % Orange Fruit Juice, Mint Flavour: Sugar, Liquid Glucose, Hydrogenated Vegetable Oil, Starch, Thickeners (INS 414, INS 418), Flavour (Natural, Nature-Identical), Emulsifier (INS 473), Glazing Agent (INS 93)",100,386,91.5,0.05,1.8,1.8,0.02,72,64,0,0,0,0,0,50,,,,
491,"Candyman Toffichoo - Soft Toffee, Strawberry Flavour",CANDYMAN,CHOCOLATE,CANDY,"strawberry flavour,sugar, caramel,chocolate.",100,412,92.5,0.3,4.6,2.7,0.02,64.5,0,0,0,0,0,0,175,,,,
492,Mentos Strawberry Flavour Toffee,MENTOS,CHOCOLATE,CANDY,"Sugar, Liquid Glucose, Hydrogenated Vegetable Oil, Acidity Regulators (INS 330, INS 525), Starch, Strawberry Fruit Powder^ (0.24%), Thickeners (INS 414, INS 418), Flavour (Nature-Identical), Emulsifier (INS 473), Glazing Agent (INS 903), Colour (INS 127) Corresponding To 2 % Strawberry Fruit Juice",100,386,91.5,0.05,1.8,1.8,0.02,72,64,0,0,0,0,0,20,,,,
493,Cadbury Choclairs Gold Candy,CADBURY,CHOCOLATE,CANDY,"Liquid Glucose, Sugar, Hydrogenated Vegetable Oil, Milk Solids, Edible Vegetable Oils (Rice Bran Oil, Palmolein, Palm Kernel Oil), Cocoa Solids (1.4%*), Humectant (422), Emulsifiers (471,442,476), Stabilizer (414), Iodised Salt, Flavours (Natural, Nature Identical and Artificial (Caramel and VANILLA CAKE) Flavouring Substances)",100,448,73.5,3.3,15.7,7.5,0.1,47.5,187,0,0,0,0,0,200,,,,
494,Swad Swad Coffee Candy,SWAD,CHOCOLATE,CANDY,"Sugar, Liquid Glucose, Coffee Powder, Milk Solids, Salt, Hydrogenated Vegetable Fat. Contains Permitted Synthetic Food Colour (155) & Added Nature Identical Flavouring Substance (Coffee)",100,390,97.5,0,0,0,0,79,0,0,0,0,0,0,300,,,,
495,Parle 2 In 1 Eclairs Toffee,PARLE,CHOCOLATE,CANDY,"Sugar, Liquid Glucose, Edible Vegetable Oil (Palm Oil), Milk Solids, Edible Salt, Emulsifier, Contains Added Flavour (Artificial flavouring Substance – Milk & VANILLA CAKE).",100,412,79.1,2.5,9.5,4.4,0,54.4,129,0,0,0,0,0,50,,,,
496,Mapro Mazaana Chocolate Paan,MAPRO,CHOCOLATE,CANDY,"Gulkand Chocolate, Desiccated Coconut",100,437,54,2,24,20,0.5,51,110,0,0,0,0,0,171,,,,
497,Dukes Choco Centre Filled Eclairs - Rich & Creamy,DUKES,CHOCOLATE,CANDY,"Sugar Boiled Confectionery Ingredients: Liquid Glucose, Sugar, Refined Palm Kernel Oil, Centre Filling 12% {Sugar, Refined Palmolein Oil, Cocoa Solids, Milk Solids, Dextrose, Edible Common Salt, And Emulsifier (332)}, Milk Solids, Edible Common Salt An Emulsifier(322). Contains Added Flavour (Artificial Flavouring Substances - VANILLA CAKE) (Numbers In Brackets As Per International Numbering System)",100,438,80.4,3.2,11.5,0,0.2,53.5,0,0,0,0,0,0,45,,,,
498,"God Speed Imli Toffee - Natural, Sweet & Sour",GOD SPEED,CHOCOLATE,CANDY,"Imli (Tamarindus Indica L), Sugar, Salt, Spices",100,858.94,95.1,0.76,0,0,0,85.31,0,0,0,0,0,16.84,35,,,,
499,Swad Kachha Aam Raw Mango Candy,SWAD,CHOCOLATE,CANDY,"Sugar, Liquid Glucose, Masala, Citric Acid. Contains Permitted Synthetic Food Colour (142) & Added Nature Identical Flavouring Substance (Raw Mango)",100,390,97.5,0,0,0,0,79,0,0,0,0,0,0,300,,,,
500,Swad Swad Cola Masala Candy,SWAD,CHOCOLATE,CANDY,"Sugar, Liquid Glucose, Masala, Citric Acid. Contains Permitted Synthetic Food Colour (156d) & Added Nature Identical Flavouring Substance (Cola)",100,399,97.5,0,0,0,0,0,0,0,0,0,0,0,300,,,,
501,Swad Orange With Vitamin C Candy,SWAD,CHOCOLATE,CANDY,"Sugar, Liquid Glucose, Vitamin C Powder, Masala, Citric Acid. Contains Permitted Synthetic Food Colour (110) & Added Nature Identical Flavouring Substance (Orange)",100,390,97.5,0,0,0,0,79,0,0,0,0,0,0,300,,,,
502,Swad Meetha Pan Paan Candy,SWAD,CHOCOLATE,CANDY,"Sugar, Liquid Glucose, Paan Leaf, Saunf, Kattha, Kesar, Elaichi, Mulethi, Dalchini, Laung, Menthol, Peppermint. Contains Permitted Synthetic Food Colour (124) & Added Nature Identical Flavouring Substance (pan)",100,390,97.5,0,0,0,0,79,0,0,0,0,0,0,300,,,,
503,Lotte Eclairs Coffy Bite Toffee,LOTTE,CHOCOLATE,CANDY,"Sugar, Liquid Glucose, Choco Center [Sugar, Cocoa Solids, Milk Solids, Hydrogenated Vegetable Fat, Cocoa Butter, Emulsifiers (E322) Contains Added Flavours Nature Identical Flavouring Substances (Vanillin)], Milk Solids, Hydrogenated Vegetable Fat, Coffee Extract, Emulsifiers (E 322, 471) Contains Added Flavours Nature Identical Flavouring Substances",100,436,79,3,12,6,0,55,50,0,0,0,0,0,150,,,,
504,"Parle Poppins Candy - Fruit Flavoured Rolls, Tangy & Crunchy",PARLE,CHOCOLATE,CANDY,"Sugar, Liquid Glucose, Acidity Regulator, Synthetic Food Colour And Added Flavour. (Artificial Flavouring Substances - Black Currant, Mango, Orange, Pineapple & Raspberry)",100,391,97.8,0,0,0,0,80.2,0,0,0,0,0,0,30,,,,
505,Parle Rol.A.Cola Candy,PARLE,CHOCOLATE,CANDY,"Sugar, Liquid Glucose, Permitted Natural Colours",100,391,97.8,0,0,0,0,80.3,0,0,0,0,0,0,28,,,,
506,Cocon Jelly - Mixed Fruit Flavour,COCON,CHOCOLATE,JELLY,"Water, Sugar, Nata De Coco (9.8%), Gelling Agent (Carrageenan), Acidity Regulator (Citric Acid), Artificial Flavouring, Colour (Sunset Yellow FCF, Brilliant Blue FCF).",15,10,3,0,0,0,0,3,0,0,0,0,0,0,100,,,,
507,Alpenliebe Juzt Jelly Soft Candy - Fruity Bears,ALPENLIEBE,CHOCOLATE,CANDY,"Sugar, Fruit Pulp (25%) (Papaya 2.5%, Apple 4%, Strawberry .5%), Invert Sugar, Liquid Glucose, Thickener (INS 44), Acidity Regulators (INS 33, INS 331 (iii), INS 296), Vitamin C (As Ascorbic Acid .4%), Flavour (Nature-Identical), Colours (INS 124, INS 12, INS 133)",100,346,84,0,0,0,0,78,178,0,0,0,Vitamin C (mg) 40,0,35,,,,
508,Haribo Goldbaren,HARIBO,CHOCOLATE,CANDY,"Glucose syrup, sugar, gelatine, dextrose, fruit juice from concentrate: apple, strawberry, raspberry, orange, lemon, pineapple, acid: citric acid, fruit concentrates (safflower, spirulina, apple, elderberry, orange, kiwi, lemon, aronia, mango, passion fruit, grape), flavouring, glazing agents: beeswax, carnauba wax",100,343,77,6.1,<0.05,0,0,46,0,0,0,0,0,0,275,,,,
509,CandyVille Mint Mello Flavoured Candy - Peppermint,CANDYVILLE,CHOCOLATE,CANDY,"Sugar, Liquid Glucose, Acidity Regulator (E330), Artificial Food Colours (E133) And Flavouring Substances (Peppermint)",100,399.13,99.16,0.42,0,0,0,81.05,6.22,0,0,0,0,0,120,,,,
510,DERBY Elaichi Éclair,DERBY,CHOCOLATE,CANDY,"Sugar Boiled Confectionery Ingredients: Sugar. Liquid Glucose, Milk Solids, Hydrogenated Vegetable Fat (Refined Palm Oil), Iodized Salt. Emulsifiers (Ins 322. Ins 471) Center Filling-Cardamom Paste. Nature Identical Flavouring Substances (Cardamom)",100,265,60.5,0.96,2.09,0.87,0,59.97,203.32,0.11,0,0,0,0,100,,,,
511,DERBY Mango Flavoured Sugar Free Candy,DERBY,CHOCOLATE,CANDY,"Isomalt, Acidity Regulators, Permitted Synthetic Food Colors, Acesulfame.",100,399.9,99.9,0,0,0,0,0,11.6,0,0,0,0,0,300,,,,
512,CandyVille Froot Fab Flavoured Candy - Strawberry,CANDYVILLE,CHOCOLATE,CANDY,"Sugar, Liquid Glucose, Acidity Regulator (E330), Artificial Food Colours (E129) And Flavouring Substances (Strawberry)",100,393.88,91.88,0.29,0,0,0,94.56,6.7,0,0,0,0,0,120,,,,
513,Simpkins Travel Sweets - Mixed Mint,SIMPKINS,CHOCOLATE,CANDY,"Sugar, Glucose Syrup, Treacle, Menthol, Flavours, Colours: Caramel, E100, E141, E161b.",100,403,98,0,0,0,0,98,0,0,0,0,0,0,260,,,,
514,CandyVille Froot Fab Flavoured Candy - Blueberry,CANDYVILLE,CHOCOLATE,CANDY,"Sugar, Liquid Glucose, Acidity Regulator (E330), Artificial Food Colours (E127, E132) And Flavouring Substances (Blueberry)",100,393.88,98.18,0.29,0,0,0,94.56,6.7,0,0,0,0,0,120,,,,
515,DERBY Mint Flavoured Sugar Free Candy,DERBY,CHOCOLATE,CANDY,"Isomalt (Ins953), Acidity Regulators (Ins296, Ins330). Contains Permitted Synthetic Food Colour (Ins110)",100,399,99.9,0,0,0,0,0,11.6,0,0,0,0,0,300,,,,
516,DERBY Kacha Kairy Flavoured Sugar Free Candy - Crunchy,DERBY,CHOCOLATE,CANDY,"Isomalt, Acidity Regulators, Permitted Synthetic Food Colors, Acesulfame.",100,399,99.9,0,0,0,0,0,11.6,0,0,0,0,0,300,,,,
517,Fox'S Crystal Clear Candy - Mint Flavour,FOXS,CHOCOLATE,CANDY,Nutrition per gram/ml: 100g Serving Size: 4.5 g (1 piece) Energy: 388 kcal Total Fat: 0g Saturated Fat: 0g Protein: 0g Total Carbohydrate: 97.0 g Sugars: 75g Sodium: 50 mg,100,388,97,0,0,0,0,75,50,0,0,0,0,0,80,,,,
518,CandyVille Mint Mello Flavoured Candy - Lime & Mint,CANDYVILLE,CHOCOLATE,CANDY,"Sugar, Liquid Glucose, Acidity Regulator (E330), Menthol Crystals, Artificial Food Colours (E102) And Flavouring Substances (Lime)",100,398.63,98.85,0.56,0,0,0,79.39,13.86,0,0,0,0,0,120,,,,
519,Hart Beat Sweets Love Candy - Strawberry Flavoured,HART BEAT,CHOCOLATE,CANDY,"Sugar, liquid glucose, malic acid, contains permitted synthetic food colour (E-122) and added flavour (strawberry)",100,490,99,0,0,0,0,51,0,0,0,0,0,0,40,,,,
520,Manimark Kamarkat - Indian Sweet,MANIMARK,CHOCOLATE,CANDY,"Pure Jaggery, Fresh Scraped Coconut, Pure Coconut Oil",100,452.22,79.33,2.63,0,0,0,0,0,0,0,174,0,5.42,40,,,,
521,Alpenliebe Juzt Jelly - Orange Flavour Bears,ALPENLIEBE,CHOCOLATE,CANDY,"Sugar, Fruit Pulp (25%) (Papaya 20.5%, Apple 4%, Strawberry 0.5%), Invert Sugar, Liquid Glucose, Thickener (INS 440), Acidity Regulators (INS 330, INS 331 (ii), INS 296), Vitamin C (As Ascorbic Acid, 0.04%), Flavour (Nature-Identical), Colours (INS 110, INS 124).",100,346,86,0.02,0,0,0,74,150,0,0,0,Vitamin C(mg)40,0,35,,,,
522,Alpenliebe Juzt Jelly Gauva Flavour Soft Candy,ALPENLIEBE,CHOCOLATE,CANDY,"Sugar, Fruit Pulp (25%) {Papaya (22%), Guava (3%)}, Invert Sugar, Liquid Glucose, Acidity Regulators {INS 330, INS 331 (Ii), INS 296}, Thickener (INS 440), Flavour (Nature-Identical), Colour (INS 124).",100,323.7,79.3,0.5,0,0,0,71.1,159,0,0,0,0,0,50,,,,
523,Hart Beat Sweets Love Candy - Lychee Flavoured,HART BEAT,CHOCOLATE,CANDY,"Sugar, liquid glucose, malic acid, contains permitted synthetic food colour (E-122) and added flavour (artificial flavouring substances-lychee)",100,50.6,50.6,0,0,0,0,51,4.8,0,0,0,0,0,50,,,,
524,Simpkins Travel Sweets - Mixed Fruit,SIMPKINS,CHOCOLATE,CANDY,"Sugar, Glucose Syrup, Citric Acid, Flavours, Colours: E163, E160c, E100, E141.",100,403,98,0,0,0,0,98,0,0,0,0,0,0,285,,,,
525,Fox'S Crystal Clear Candy - Fruit Flavoured,FOXS,CHOCOLATE,CANDY,"Sugar, Liquid Glucose, Acidity Regulator (270), Tea Extract, Lemon Juice, Orange Juice & Colours(100)(i), 160B And 141(i)",100,388,97,0,0,0,0,75,100,0,0,0,0,0,275,,,,
526,Parle Kaccha Mango Bite Candy,PARLE,CHOCOLATE,TOFFEE,"SUGAR, LIQUID GLUCOSE, ACIDITY REGULATOR [270]. CONTAINS PERMITTED SYNTHETIC FOOD COLOURS (102, 133) AND ADDED FLAVOUR (NATURE IDENTICAL FLAVOURING SUBSTANCES RAW MANGO)",100,386.4,96.6,0,0,0,0,97.3,0,0,0,0,0,0,100,,,,
527,Parle Orange Bite Jhatkaa Candy,PARLE,CHOCOLATE,CANDY,"The key ingredients of Parle orange candy are sugar, liquid glucose, food colour and acidulant (296).",100,392,98,0,0,0,0,80.7,0,0,0,0,0,0,50,,,,
528,Lotte Coffy Bite Classic,LOTTE,CHOCOLATE,CANDY,"Sugar, Liquid Glucose, Hydrogenated Vegetable Fat, Milk Solids, Butter, Coffee Extract, Humectant, Iodised Salt, Emulsifiers. Contains Added Nature Identical And Artificial Flavouring Substances (Milk And Coffee)",100,436,80,2,12,6,0,58,130,0,5,0,0,0,100,,,,
529,Jelimals Space Adventure - Assorted Jelly Candy,JELIMALS,CHOCOLATE,CANDY,"Sugar, Liquid Glucose, Gelling Agent, Acidity Regulators, Fruit Powders [Mango, Pineapple, Strawberry, Orange and Green Mango.",100,327,81.5,0.2,0,0,0,68.8,193.8,0,0,0,Vitamin C (mg) 160.7,0,50,,,,
530,Parle Bigger Kaccha Mango Bite,PARLE,CHOCOLATE,CANDY,"Sugar, Liquid Glucose, Acidity Regulator, Mango Powder, Synthetic Food Colour And Added Flavour",100,380,95.1,0,0,0,0,78.8,18,0,0,0,0,0,50,,,,
531,Tic Tac Orange Hard Candy,TIC TAC,CHOCOLATE,CANDY,"Sugar, Maltodextrin, Permitted Acidulant (INS 33), Rice Starch, Flavours (Natural Flavour and Nature-Identical Flavouring Substances), Thickener (INS 414), Anticaking Agent (INS 47 (i)), Glazing Agent (INS 93)",100,398,96.7,0.1,0.7,0.7,0,93.3,11,0,0,0,0,0,18,,,,
532,Swad Digestive Candy,SWAD,CHOCOLATE,CANDY,"Kala Namak, Sendha Namak, Nimbu Ka Sar, Kali Mirch, Jeera, Ajwain, Sonth, Piplamul, Lendi Pipal, Sugar Base, Added Flavours, Liquid Glucose",100,206,26,0,7.9,2.9,0,7.9,0,4,0,0,0,0,300,,,,
533,Alpenliebe Juzt Jelly Cars & Planes Shape Assorted Flavour Soft Candy,ALPENLIEBE,CHOCOLATE,CANDY,"Sugar, Fruit Pulp (25%) (Papaya 2.5%, Apple 4%, Strawberry .5%), Invert Sugar, Liquid Glucose, Acidity Regulators (INS 33, INS 331 (iii), INS 296), Thickener (INS 44), Vitamin C (As Ascorbic Acid, .4%), Flavours (Nature - Identical & Artificial (Watermelon)), Colours (INS 12, INS 124)",100,345,85,0.03,0,0,0,78,175,0,0,0,Vitamin C (mg) 40,0,27,,,,
534,"Pulse Litchi Candy - With Tangy Twist, Hard-Boiled",PASS PASS,CHOCOLATE,CANDY,"Sugar, Liquid Glucose, Dextrose, Candy Masala 2% (Edible Common Salt, Spices, Condiments), Acidity Regulators (Ins33, Ins296, Ins331-Iiii)",100,380,95,0,0,0,0,70,580,0,0,0,0,0,56,,,,
535,Parle Mango Bite,PARLE,CHOCOLATE,CANDY,"SUGAR, LIQUID GLUCOSE, ACIDITY REGULATOR (330) AND MANGO POWDER (1.0%)",100,391,97.8,0,0,0,0,80.6,0,0,0,0,0,0,50,,,,
536,Pulse Orange Candy - With Tangy Twist,PASS PASS,CHOCOLATE,CANDY,"Sugar, Liquid Glucose, Dextrose, Candy Masala 2%(Edible Common Salt, Spices, Condiments), Acidity Regulators (Ins33, Ins296, Ins331-Iiii)",100,380,95,0,0,0,0,70,930,0,0,0,0,0,56,,,,
537,Tic Tac Candy - Red Apple Treat,TIC TAC,CHOCOLATE,CANDY,"Mint, Red Apple Flavour, Sugar, Dextrins - Stabilizers (INS 1400), Rice Starch, Thickener (INS 414), Fructose, Glazing Agent (INS 903)",100,393,97.7,0.1,0.2,0.2,0,91.4,4,0,0,0,0,0,15,,,,
